OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsMendCompat	TotPairsMendAndLogL	TotParsMendLoglAndRank	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
JSOES_May2024	90839-309	---	---	---	---	---	---	---	---	---	---	8	7	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-310	OtsPBT22-SpCrTule-5357	OtsPBT22-SpCrTule-5134	Spring_Creek	2022	0.535003	0.977000	9.305245	0.007835	0.351731	C_U_U	1024	1026	1	301	301	301	301	2	0	0	0	1	3	Ots_100884-287,Ots_108820-336,Ots_hsc71-3'-488
JSOES_May2024	90839-311	OtsPBT22LESp-0653	OtsPBT22LESp-0673	Speelyai	2022	0.576677	0.344000	4.957904	0.000102	0.296208	C_U_Se	599	655	0	1	1	1	1	3	8	0	1	1	3	Ots_110495-380,Ots_mapK-3'-309,Ots_u1002-75
JSOES_May2024	90839-312	OtsPBT22-BonnTule-1940	OtsPBT22-BonnTule-1534	Bonneville	2022	0.025181	0.087000	15.492216	0.793413	0.793413	C_Se_Se	1805	1808	0	4567	4567	4567	4567	4	0	1	0	0	0	---
JSOES_May2024	90839-313	OtsPBT22-PRHFa-3973	OtsPBT22-PRHFa-4150	Priest_Rapids	2022	0.415473	0.279000	13.248688	0.289482	0.315862	C_U_Se	696	954	1	295	295	295	295	1	0	0	1	0	1	Ots_96500-180
JSOES_May2024	90839-314	---	---	---	---	---	---	---	---	---	---	119	117	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-315	---	---	---	---	---	---	---	---	---	---	40	16	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-316	OtsPBT22-LNFH-0933	OtsPBT22-LNFH-0277	Leavenworth	2022	0.702132	1.000000	-6.091183	0.000000	0.990479	C_U_U	539	586	0	3	3	3	3	1	9	7	1	1	4	Ots_112301-43,Ots_112419-131,Ots_CD59-2,Ots_OTDESMIN19-SNP1
JSOES_May2024	90839-317	---	---	---	---	---	---	---	---	---	---	20	14	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-318	---	---	---	---	---	---	---	---	---	---	23	20	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-320	OtsPBT22-LWSSp-0045	OtsPBT22-LWSSp-0143	Little_White_Salmon_sp	2022	0.000000	0.001000	18.976620	0.992077	0.992077	C_Se_Se	2129	2474	3	37	37	37	37	1	1	0	0	0	0	---
JSOES_May2024	90839-321	OtsAC22MCKE_0241	OtsAC22MCKE_0345	McKenzie	2022	0.000000	0.000000	16.969489	0.943901	0.943901	C_Se_Se	133	82	0	3	3	3	3	1	0	1	0	0	0	---
JSOES_May2024	90839-322	---	---	---	---	---	---	---	---	---	---	329	322	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-323	OtsPBT22LESp-0445	OtsPBT22LESp-0421	Speelyai	2022	0.780079	0.698000	2.182267	0.000006	0.435447	C_Se_U	335	296	0	3	3	3	3	1	0	0	0	2	4	Ots_112419-131,Ots_GTH2B-550,Ots_MHC2,Ots_u4-92
JSOES_May2024	90839-324	OtsAC22MCKE_0220	OtsAC22MCKE_0302	McKenzie	2022	0.000000	0.000000	19.027392	0.992466	0.992466	C_Se_Se	127	95	0	1	1	1	1	2	0	1	0	0	0	---
JSOES_May2024	90839-325	---	---	---	---	---	---	---	---	---	---	124	98	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-326	---	---	---	---	---	---	---	---	---	---	251	311	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-327	OtsKHSpchk22-0243	OtsKHSpchk22-0225	Klickitat	2022	0.000000	0.000000	21.680826	0.999466	0.999466	C_Se_Se	60	70	0	1	1	1	1	2	0	0	0	0	0	---
JSOES_May2024	90839-328	---	---	---	---	---	---	---	---	---	---	7	13	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-329	---	---	---	---	---	---	---	---	---	---	65	37	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-330	OtsPBT22-CarsonNFH-0996	OtsPBT22-CarsonNFH-1039	Carson	2022	0.000000	0.000000	21.082894	0.999029	0.999029	C_Se_Se	153	154	0	1	1	1	1	1	0	0	0	0	0	---
JSOES_May2024	90839-331	---	---	---	---	---	---	---	---	---	---	379	298	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-332	OtsPBT22LGSp-0029	OtsPBT22LGSp-0176	Kalama_Falls_sp	2022	0.000000	0.000000	19.567106	0.995595	0.995595	C_Se_Se	56	50	0	1	1	1	1	2	0	5	0	1	1	Ots_105407-117
JSOES_May2024	90839-333	---	---	---	---	---	---	---	---	---	---	24	31	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-334	OtsCLWH22S_2137	OtsCLWH22S_0615	Clearwater	2022	0.000000	0.000000	23.032389	0.999862	0.999862	C_Se_Se	19	15	0	1	1	1	1	2	3	0	0	0	0	---
JSOES_May2024	90839-336	OtsRAPH22S_2501	OtsRAPH22S_0512	Rapid_River	2022	0.002709	0.025000	16.115518	0.877496	0.877496	C_Se_Se	536	611	1	46	46	46	46	2	0	4	0	0	0	---
JSOES_May2024	90839-337	OtsPBT22-LWSSp-0750	OtsPBT22-LWSSp-0660	Little_White_Salmon_sp	2022	0.000000	0.000000	19.211740	0.993727	0.993727	C_Se_Se	783	918	0	34	34	34	34	3	0	0	0	0	0	---
JSOES_May2024	90839-338	OtsPBT22-SpPFF-0135	OtsPBT22-SpPFF-0127	Parkdale	2022	0.000001	0.002000	19.286700	0.994177	0.994177	C_Se_Se	430	493	1	6	6	6	6	2	0	1	0	0	0	---
JSOES_May2024	90839-340	OtsRAPH22S_2404	OtsRAPH22S_0412	Rapid_River	2022	0.000345	0.003000	19.590393	0.995696	0.995696	C_Se_Se	47	49	0	2	2	2	2	3	0	3	0	0	0	---
JSOES_May2024	90839-344	OtsAC22NSNT_1505	OtsAC22NSNT_1372	Minto	2022	0.041026	0.041000	14.463479	0.578566	0.578566	C_Se_Se	116	72	0	33	33	33	33	3	1	0	0	0	0	---
JSOES_May2024	90839-345	---	---	---	---	---	---	---	---	---	---	18	14	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-347	OtsPBT22HL-CHEL-0278	OtsPBT22HL-CHEL-0242	Eastbank_sp	2022	0.000000	0.000000	21.366520	0.999269	0.999269	C_Se_Se	541	543	1	18	18	18	18	0	0	0	0	0	0	---
JSOES_May2024	90839-349	OtsPBT22-SpCrTule-1749	OtsPBT22-SpCrTule-1435	Spring_Creek	2022	0.004819	0.004000	18.034153	0.979916	0.979916	C_Se_Se	375	414	0	195	195	195	195	3	1	0	0	0	0	---
JSOES_May2024	90839-350	OtsPBT22LGSp-0231	OtsPBT22LGSp-0273	Kalama_Falls_sp	2022	0.000000	0.000000	21.523433	0.999375	0.999375	C_Se_Se	607	520	0	1	1	1	1	2	0	0	0	0	0	---
JSOES_May2024	90839-351	OtsAC22NSNT_0640	OtsAC22NSNT_1034	Minto	2022	0.000000	0.000000	17.705488	0.972318	0.972318	C_Se_Se	355	278	0	340	340	340	340	2	0	0	0	0	0	---
JSOES_May2024	90839-353	---	---	---	---	---	---	---	---	---	---	224	220	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-354	OtsAC22NSNT_0197	OtsAC22NSNT_0319	Minto	2022	0.001563	0.001000	16.971520	0.944008	0.944008	C_Se_Se	878	774	0	63	63	63	63	3	2	0	0	0	0	---
JSOES_May2024	90839-355	OtsAC22NSNT_0003	OtsAC22NSNT_0220	Minto	2022	0.000000	0.000000	20.450486	0.998174	0.998174	C_Se_Se	26	22	0	4	4	4	4	1	0	0	0	0	0	---
JSOES_May2024	90839-356	OtsPBT22-COW-IMSp-0429	OtsPBT22-COW-IMSp-0148	Cowlitz	2022	0.000000	0.000000	19.276532	0.994118	0.994118	C_Se_Se	64	59	0	15	15	15	15	4	6	1	0	0	0	---
JSOES_May2024	90839-357	---	---	---	---	---	---	---	---	---	---	184	129	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-358	OtsAC22MCKE_0004	OtsAC22MCKE_0095	McKenzie	2022	0.000000	0.000000	18.482096	0.987074	0.987074	C_Se_Se	80	43	0	7	7	7	7	3	0	0	0	0	0	---
JSOES_May2024	90839-360	OtsAC22NSNT_1495	OtsAC22NSNT_1307	Minto	2022	0.240669	0.279000	11.693034	0.079179	0.299539	C_U_U	748	675	0	264	264	264	264	3	0	0	0	0	0	---
JSOES_May2024	90839-361	OtsAC22MCKE_0416	OtsAC22MCKE_0535	McKenzie	2022	0.000000	0.000000	20.919619	0.998857	0.998857	C_Se_Se	408	342	0	7	7	7	7	2	0	0	0	0	0	---
JSOES_May2024	90839-362	OtsAC22NSNT_0001	OtsAC22NSNT_0331	Minto	2022	0.541646	0.996000	3.707811	0.000029	0.929362	C_U_U	182	157	0	21	21	21	21	2	1	2	1	0	2	Ots_110495-380,Ots_P53
JSOES_May2024	90839-363	OtsAC22NSNT_0024	OtsAC22NSNT_0286	Minto	2022	0.001472	0.001000	17.845031	0.975836	0.975836	C_Se_Se	74	38	0	2	2	2	2	2	0	0	0	0	0	---
JSOES_May2024	90839-364	OtsPBT22-COW-IMSp-0380	OtsPBT22-COW-IMSp-0005	Cowlitz	2022	1.395287	0.996000	4.139674	0.000045	0.398529	C_U_U	404	333	0	18	18	18	18	3	3	3	2	0	3	Ots_100884-287,Ots_118938-325,Ots_S7-1
JSOES_May2024	90839-365	OtsPBT22-COW-IMSp-0792	OtsPBT22-COW-IMSp-0662	Cowlitz	2022	1.523468	0.725000	3.661916	0.000028	0.951022	C_U_U	331	313	0	3	3	3	3	2	5	1	1	1	2	Ots_112820-284,Ots_123921-111
JSOES_May2024	90839-366	OtsPBT22LGSp-0200	OtsPBT22LGSp-0315	Kalama_Falls_sp	2022	0.000635	0.001000	19.054071	0.992663	0.992663	C_Se_Se	223	252	0	1	1	1	1	0	2	0	0	1	1	Ots_105407-117
JSOES_May2024	90839-367	OtsPBT22-COW-IMSp-0744	OtsPBT22-COW-IMSp-0695	Cowlitz	2022	0.000000	0.000000	20.766131	0.998668	0.998668	C_Se_Se	367	398	0	1	1	1	1	1	0	0	0	0	0	---
JSOES_May2024	90839-368	OtsAC22SSNT_0312	OtsAC22SSNT_0461	S_Santiam	2022	0.000000	0.000000	19.488405	0.995236	0.995236	C_Se_Se	43	23	0	4	4	4	4	1	1	0	0	0	0	---
JSOES_May2024	90839-370	OtsPBT22-SpCrTule-1720	OtsPBT22-SpCrTule-1412	Spring_Creek	2022	0.002008	0.001000	18.612116	0.988632	0.988632	C_Se_Se	129	123	0	1	1	1	1	3	0	8	0	0	0	---
JSOES_May2024	90839-371	OtsPBT22-SpCrTule-0532	OtsPBT22-SpCrTule-0401	Spring_Creek	2022	0.000000	0.000000	18.617750	0.988695	0.988695	C_Se_Se	1702	1682	1	2530	2530	2530	2530	4	5	0	0	0	0	---
JSOES_May2024	90839-372	OtsPBT22-BonnTule-1231	OtsPBT22-BonnTule-0433	Bonneville	2022	0.002822	0.006000	17.605122	0.969485	0.969485	C_Se_Se	1232	1207	0	181	181	181	181	3	2	0	0	0	0	---
JSOES_May2024	90839-373	OtsAC22MCKE_0397	OtsAC22MCKE_0478	McKenzie	2022	0.420189	0.814000	4.769611	0.000085	0.668263	C_U_U	423	369	0	6	6	6	6	1	0	2	1	0	4	Ots_115987-325,Ots_E2-275,Ots_Est740,Ots_unk526
JSOES_May2024	90839-374	OtsAC22NSNT_0748	OtsAC22NSNT_0709	Minto	2022	0.000000	0.000000	18.885508	0.991328	0.991328	C_Se_Se	849	717	0	3	3	3	3	2	0	0	0	0	0	---
JSOES_May2024	90839-375	---	---	---	---	---	---	---	---	---	---	130	104	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-376	OtsAC22NSNT_0429	OtsAC22NSNT_0950	Minto	2022	0.525332	0.924000	6.611637	0.000534	0.462261	C_U_U	512	463	0	47	47	47	47	1	0	0	1	2	4	Ots_102414-395,Ots_118205-61,Ots_E2-275,Ots_u07-18.378
JSOES_May2024	90839-377	---	---	---	---	---	---	---	---	---	---	206	165	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-378	OtsPBT22-LWSFa-4617	OtsPBT22-LWSFa-4822	Little_White_Salmon_fa	2022	0.000984	0.001000	18.655459	0.989109	0.989109	C_Se_Se	192	263	1	1	1	1	1	1	0	0	0	1	1	Ots_112301-43
JSOES_May2024	90839-379	---	---	---	---	---	---	---	---	---	---	93	87	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-380	---	---	---	---	---	---	---	---	---	---	78	38	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-381	OtsAC22MCKE_0218	OtsAC22MCKE_0297	McKenzie	2022	0.208133	0.288000	8.634129	0.004020	0.449968	C_U_U	246	204	0	7	7	7	7	1	0	0	1	0	3	Ots_112820-284,Ots_GDH-81x,Ots_pop5-96
JSOES_May2024	90839-382	---	---	---	---	---	---	---	---	---	---	1064	908	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-383	OtsPBT22-COW-IMSp-0750	OtsPBT22-COW-IMSp-0705	Cowlitz	2022	0.000000	0.000000	17.269069	0.957810	0.957810	C_Se_Se	574	545	0	8	8	8	8	1	0	0	0	0	0	---
JSOES_May2024	90839-384	OtsPBT22-BonnTule-1046	OtsPBT22-BonnTule-0247	Bonneville	2022	0.010661	0.034000	15.567418	0.805468	0.805468	C_Se_Se	337	364	0	13	13	13	13	1	2	0	1	0	1	Ots_105407-117
JSOES_May2024	90839-385	OtsCLWH22S_2446	OtsCLWH22S_1029	Clearwater	2022	0.005818	0.029000	14.497221	0.586771	0.586771	C_Se_Se	174	231	0	1	1	1	1	0	2	5	1	0	2	Ots_94903-99R,Ots_FGF6B_1
JSOES_May2024	90839-386	OtsPBT22-LWSSp-0767	OtsPBT22-LWSSp-0681	Little_White_Salmon_sp	2022	0.000000	0.001000	19.192806	0.993607	0.993607	C_Se_Se	159	178	0	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-387	OtsLYON22S_1_0575	OtsLYON22S_1_5083	Lyons_Ferry_fa	2022	0.000057	0.006000	17.928401	0.977726	0.977726	C_Se_Se	2654	3242	2	1880	1880	1880	1880	1	1	0	0	0	0	---
JSOES_May2024	90839-388	OtsCLWH22S_2405	OtsCLWH22S_0906	Clearwater	2022	0.000586	0.002000	18.015224	0.979540	0.979540	C_Se_Se	156	160	0	3	3	3	3	0	2	0	1	0	1	Ots_GDH-81x
JSOES_May2024	90839-389	OtsPBT22-CarsonNFH-1301	OtsPBT22-CarsonNFH-1201	Carson	2022	0.000000	0.000000	20.176609	0.997600	0.997600	C_Se_Se	307	350	0	5	5	5	5	0	0	0	0	0	0	---
JSOES_May2024	90839-390	OtsCLWH22S_2446	OtsCLWH22S_1029	Clearwater	2022	0.000715	0.003000	18.594892	0.988437	0.988437	C_Se_Se	18	21	0	1	1	1	1	1	2	5	1	0	1	Ots_124774-477
JSOES_May2024	90839-391	OtsPBT22HL-CHEL-0322	OtsPBT22HL-CHEL-0307	Eastbank_sp	2022	0.000082	0.001000	19.949788	0.996991	0.996991	C_Se_Se	333	482	1	315	315	315	315	1	0	0	0	0	0	---
JSOES_May2024	90839-392	OtsPAHH22S_0660	OtsPAHH22S_0160	Pahsimeroi	2022	0.000000	0.000000	21.744532	0.999499	0.999499	C_Se_Se	14	11	0	1	1	1	1	2	0	0	0	0	0	---
JSOES_May2024	90839-393	OtsPBT22-LWSSp-0425	OtsPBT22-LWSSp-0525	Little_White_Salmon_sp	2022	0.000000	0.000000	20.140141	0.997511	0.997511	C_Se_Se	321	378	0	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-394	OtsCLWH22S_2290	OtsCLWH22S_0766	Clearwater	2022	0.000545	0.002000	18.161913	0.982282	0.982282	C_Se_Se	612	725	1	7	7	7	7	2	2	0	0	0	0	---
JSOES_May2024	90839-399	OtsRAPH22S_2117	OtsRAPH22S_0117	Rapid_River	2022	0.000000	0.000000	20.420032	0.998118	0.998118	C_Se_Se	225	258	0	3	3	3	3	1	0	3	0	0	0	---
JSOES_May2024	90839-401	OtsPBT22-UmaSp-1187	OtsPBT22-UmaSp-1186	SF_Walla_Walla	2022	0.000000	0.000000	20.025166	0.997209	0.997209	C_Se_Se	503	527	0	4	4	4	4	1	2	0	0	0	0	---
JSOES_May2024	90839-403	OtsAC22NSNT_0510	OtsAC22NSNT_1208	Minto	2022	0.000000	0.000000	20.237571	0.997742	0.997742	C_Se_Se	49	36	0	5	5	5	5	2	0	0	0	0	0	---
JSOES_May2024	90839-405	---	---	---	---	---	---	---	---	---	---	691	632	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-408	OtsKOOS22S_0645	OtsKOOS22S_0177	Dworshak	2022	0.000000	0.000000	21.318593	0.999233	0.999233	C_Se_Se	34	45	0	2	2	2	2	1	0	0	0	0	0	---
JSOES_May2024	90839-409	OtsLOOK22S_0024	OtsLOOK22S_0324	Lookingglass	2022	0.000002	0.003000	17.833230	0.975556	0.975556	C_Se_Se	47	56	0	1	1	1	1	1	1	0	1	0	1	Ots_NOD1
JSOES_May2024	90839-410	OtsPBT22-LNFH-0936	OtsPBT22-LNFH-0254	Leavenworth	2022	0.952739	0.980000	2.198057	0.000006	0.876007	C_U_U	178	199	0	5	5	5	5	1	0	0	2	2	4	Ots_96899-357R,Ots_FGF6B_1,Ots_GPH-318,Ots_RAG3
JSOES_May2024	90839-411	---	---	---	---	---	---	---	---	---	---	53	58	1	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-413	OtsKHSpchk22-0393	OtsKHSpchk22-0342	Klickitat	2022	0.000000	0.000000	22.185471	0.999677	0.999677	C_Se_Se	2	4	0	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-414	OtsRAPH22S_2278	OtsRAPH22S_0281	Rapid_River	2022	0.000000	0.000000	20.574106	0.998386	0.998386	C_Se_Se	22	49	0	2	2	2	2	0	0	2	0	0	0	---
JSOES_May2024	90839-415	OtsPBT22-UmaSp-1325	OtsPBT22-UmaSp-1322	SF_Walla_Walla	2022	0.000000	0.000000	20.418598	0.998115	0.998115	C_Se_Se	464	516	1	3	3	3	3	0	0	1	0	0	0	---
JSOES_May2024	90839-416	OtsAC22NSNT_1519	OtsAC22NSNT_0673	Minto	2022	0.541196	0.887000	6.153942	0.000338	0.582769	C_U_U	239	163	0	20	20	20	20	1	0	0	0	1	3	Ots_110201-363,Ots_115987-325,Ots_FGF6B_1
JSOES_May2024	90839-417	OtsAC22NSNT_0184	OtsAC22NSNT_0355	Minto	2022	0.013645	0.012000	15.987252	0.863027	0.863027	C_Se_Se	307	276	0	29	29	29	29	0	0	0	0	0	0	---
JSOES_May2024	90839-418	OtsKHSpchk22-0442	OtsKHSpchk22-0423	Klickitat	2022	0.000000	0.000000	22.521768	0.999770	0.999770	C_Se_Se	296	333	2	2	2	2	2	1	0	0	0	0	0	---
JSOES_May2024	90839-419	OtsAC22MCKE_0261	OtsAC22MCKE_0358	McKenzie	2022	0.000000	0.000000	20.735078	0.998626	0.998626	C_Se_Se	20	14	0	2	2	2	2	2	0	0	0	0	0	---
JSOES_May2024	90839-420	---	---	---	---	---	---	---	---	---	---	29	42	1	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-421	OtsAC22NSNT_1533	OtsAC22NSNT_1285	Minto	2022	0.532251	1.000000	2.742134	0.000011	0.908537	C_U_U	375	325	0	137	137	137	137	1	6	0	0	1	3	Ots_101704-143,Ots_ARNT,Ots_mybp-85
JSOES_May2024	90839-422	OtsPBT22-SpPFF-0060	OtsPBT22-SpPFF-0053	Parkdale	2022	0.000000	0.000000	21.043991	0.998991	0.998991	C_Se_Se	109	124	0	2	2	2	2	2	0	0	0	0	0	---
JSOES_May2024	90839-424	OtsPBT22-LWSSp-0054	OtsPBT22-LWSSp-0156	Little_White_Salmon_sp	2022	0.000000	0.000000	21.159279	0.999100	0.999100	C_Se_Se	137	141	0	1	1	1	1	2	1	0	0	0	0	---
JSOES_May2024	90839-426	---	---	---	---	---	---	---	---	---	---	59	82	0	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-427	OtsPBT22-CarsonNFH-0997	OtsPBT22-CarsonNFH-1041	Carson	2022	0.000000	0.000000	19.786181	0.996458	0.996458	C_Se_Se	267	319	0	2	2	2	2	0	0	0	0	0	0	---
JSOES_May2024	90839-428	OtsPBT22-RBH-0616	OtsPBT22-RBH-0615	Round_Butte	2022	0.000000	0.000000	20.465228	0.998201	0.998201	C_Se_Se	148	198	0	3	3	3	3	0	0	0	0	0	0	---
JSOES_May2024	90839-429	OtsPBT22-RBH-0014	OtsPBT22-RBH-0013	Round_Butte	2022	0.000000	0.000000	18.578918	0.988253	0.988253	C_Se_Se	112	135	0	1	1	1	1	0	0	4	0	0	0	---
JSOES_May2024	90839-430	OtsPBT22-PRHFa-S11473-0165	OtsPBT22-PRHFa-S11474-0225	Priest_Rapids	2022	0.000000	0.000000	18.923334	0.991647	0.991647	C_Se_Se	1084	1411	1	39	39	39	39	2	0	0	0	0	0	---
JSOES_May2024	90839-431	OtsRAPH22S_3021	OtsRAPH22S_1048	Rapid_River	2022	0.000000	0.000000	21.685617	0.999468	0.999468	C_Se_Se	88	73	0	1	1	1	1	0	1	4	0	0	0	---
JSOES_May2024	90839-432	OtsKHSpchk22-0280	OtsKHSpchk22-0274	Klickitat	2022	0.000000	0.000000	21.050772	0.998997	0.998997	C_Se_Se	30	28	1	3	3	3	3	2	0	0	0	0	0	---
JSOES_May2024	90839-433	---	---	---	---	---	---	---	---	---	---	139	77	0	0	0	0	0	3	---	---	---	---	---	---
JSOES_May2024	90839-434	OtsPBT22-LWSFa-8494	OtsPBT22-LWSFa-8798	Little_White_Salmon_fa	2022	0.320992	0.870000	2.588919	0.000010	0.787130	C_U_U	1088	1374	0	2	2	2	2	2	8	0	1	1	4	Ots_108820-336,Ots_110495-380,Ots_ARNT,Ots_FGF6B_1
JSOES_May2024	90839-435	OtsPBT22-PRHFa-6115	OtsPBT22-PRHFa-5964	Priest_Rapids	2022	0.000000	0.000000	19.205038	0.993685	0.993685	C_Se_Se	299	351	0	93	93	93	93	1	1	0	0	0	0	---
JSOES_May2024	90839-436	OtsSAWT22S_1262	OtsSAWT22S_0573	Sawtooth	2022	1.161490	0.965000	-2.575939	0.000000	0.902967	C_U_U	47	64	0	1	1	1	1	0	10	4	2	2	4	Ots_Ikaros-250,Ots_mapKpr-151,Ots_OTDESMIN19-SNP1,Ots_unk526
JSOES_May2024	90839-437	OtsPBT22-LWSSp-1344	OtsPBT22-LWSSp-1241	Little_White_Salmon_sp	2022	0.000000	0.000000	21.604542	0.999423	0.999423	C_Se_Se	30	32	0	1	1	1	1	1	0	2	0	0	0	---
JSOES_May2024	90839-438	OtsPBT22-SpPFF-0047	OtsPBT22-SpPFF-0039	Parkdale	2022	0.000000	0.000000	22.812027	0.999828	0.999828	C_Se_Se	18	25	0	1	1	1	1	1	0	0	0	0	0	---
JSOES_May2024	90839-439	OtsPBT22-CarsonNFH-1768	OtsPBT22-CarsonNFH-1546	Carson	2022	0.000004	0.003000	19.196060	0.993628	0.993628	C_Se_Se	218	237	0	5	5	5	5	1	0	0	0	0	0	---
JSOES_May2024	90839-440	OtsPBT22-LWSSp-0769	OtsPBT22-LWSSp-0685	Little_White_Salmon_sp	2022	0.000000	0.000000	20.731088	0.998620	0.998620	C_Se_Se	333	406	1	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-441	OtsPBT22-CarsonNFH-0138	OtsPBT22-CarsonNFH-0036	Carson	2022	0.000002	0.001000	20.227152	0.997718	0.997718	C_Se_Se	678	801	0	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-442	---	---	---	---	---	---	---	---	---	---	240	236	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-443	---	---	---	---	---	---	---	---	---	---	74	81	1	0	0	0	0	2	---	---	---	---	---	---
JSOES_May2024	90839-444	OtsRAPH22S_2173	OtsRAPH22S_0172	Rapid_River	2022	0.003687	0.035000	13.952229	0.451562	0.451562	C_Se_Se	859	1000	0	30	30	30	30	0	2	3	0	0	0	---
JSOES_May2024	90839-445	OtsPBT22-LWSSp-1099	OtsPBT22-LWSSp-1197	Little_White_Salmon_sp	2022	0.000000	0.000000	21.286326	0.999208	0.999208	C_Se_Se	198	237	0	3	3	3	3	0	0	0	0	0	0	---
JSOES_May2024	90839-446	OtsPBT22-LWSSp-0440	OtsPBT22-LWSSp-0540	Little_White_Salmon_sp	2022	0.000000	0.000000	20.212165	0.997684	0.997684	C_Se_Se	645	782	1	4	4	4	4	0	0	0	0	0	0	---
JSOES_May2024	90839-448	OtsPAHH22S_0837	OtsPAHH22S_0337	Pahsimeroi	2022	0.000000	0.000000	22.099043	0.999648	0.999648	C_Se_Se	48	69	0	1	1	1	1	1	2	0	0	0	0	---
JSOES_May2024	90839-449	OtsPBT22-CarsonNFH-0996	OtsPBT22-CarsonNFH-1039	Carson	2022	0.000000	0.000000	21.280566	0.999203	0.999203	C_Se_Se	593	714	0	2	2	2	2	1	0	0	0	0	0	---
JSOES_May2024	90839-450	OtsPBT22-LWSSp-1351	OtsPBT22-LWSSp-1248	Little_White_Salmon_sp	2022	0.000000	0.001000	19.016601	0.992385	0.992385	C_Se_Se	427	492	0	7	7	7	7	3	0	0	0	0	0	---
JSOES_May2024	90839-453	---	---	---	---	---	---	---	---	---	---	545	514	0	0	0	0	0	0	---	---	---	---	---	---
JSOES_May2024	90839-454	---	---	---	---	---	---	---	---	---	---	82	72	0	0	0	0	0	1	---	---	---	---	---	---
JSOES_May2024	90839-455	OtsPBT22-SpCrTule-0727	OtsPBT22-SpCrTule-0440	Spring_Creek	2022	0.500459	0.997000	5.541712	0.000183	0.618290	F_U	397	366	0	31	31	31	31	1	0	0	1	0	4	Ots_113242-216,Ots_115987-325,Ots_cox1-241,Ots_OTDESMIN19-SNP1
JSOES_May2024	90839-457	OtsPBT22-LWSSp-0303	OtsPBT22-LWSSp-0237	Little_White_Salmon_sp	2022	0.000000	0.000000	21.958945	0.999595	0.999595	C_Se_Se	409	469	0	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-458	OtsPBT22-CarsonNFH-1752	OtsPBT22-CarsonNFH-1523	Carson	2022	0.000000	0.000000	20.885756	0.998818	0.998818	C_Se_Se	35	31	0	1	1	1	1	0	0	0	0	0	0	---
JSOES_May2024	90839-459	OtsKOOS22S_0520	OtsKOOS22S_0026	Dworshak	2022	0.001002	0.003000	18.659250	0.989150	0.989150	C_Se_Se	629	691	0	7	7	7	7	1	0	0	0	0	0	---
JSOES_May2024	90839-460	OtsPBT22HL-CHEL-0217	OtsPBT22HL-CHEL-0137	Eastbank_sp	2022	0.005516	0.107000	17.050151	0.948022	0.948022	C_Se_Se	1881	2509	1	1001	1001	1001	1001	3	0	0	0	1	1	Ots_105407-117
JSOES_May2024	90839-461	OtsPBT22-LWSSp-0083	OtsPBT22-LWSSp-0206	Little_White_Salmon_sp	2022	0.000000	0.000000	20.745032	0.998639	0.998639	C_Se_Se	1865	2220	1	43	43	43	43	0	0	1	0	0	0	---
